iso,ldv,twothree,bus,rail
ABW,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
AFG,0.1434053995044606,0.3068719876497825,0.5145998504359971,0.03512276240975969
AGO,0.24398072671185023,0.03726187217957832,0.699065005816437,0.01969239529213428
ALB,0.5504582519807,0.010892709040968241,0.2534240382903347,0.185225000687997
ARE,0.5274873699057576,0.016266017892705688,0.44699422636069464,0.009252385840841981
ARG,0.5190402437979251,0.049053118963855696,0.40512925501133024,0.02677738222688902
ARM,0.45575076574057427,0.004602652634835966,0.31112951878929834,0.2285170628352915
AUS,0.4867041504553462,0.007416611324388851,0.24754037065915177,0.2583388675611131
AUT,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
AZE,0.45575076574057427,0.004602652634835966,0.31112951878929834,0.2285170628352915
BDI,0.2349389202312605,0.08332032806087514,0.6642146950410722,0.017526056666792217
BEL,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
BEN,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
BFA,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
BGD,0.1434053995044606,0.3068719876497825,0.5145998504359971,0.03512276240975969
BGR,0.5504582519807,0.010892709040968241,0.2534240382903347,0.185225000687997
BHR,0.5274873699057576,0.016266017892705688,0.44699422636069464,0.009252385840841981
BHS,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
BIH,0.5504582519807,0.010892709040968241,0.2534240382903347,0.185225000687997
BLR,0.3896339581901389,0.05293610891396761,0.29924644865761363,0.25818348423827986
BLZ,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
BOL,0.5190402437979251,0.049053118963855696,0.40512925501133024,0.02677738222688902
BRA,0.5330072705044829,0.08541703316532873,0.3629947465000084,0.01858094983018002
BRB,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
BRN,0.34735240293294684,0.19068215355046736,0.41537621126892277,0.04658923224766295
BTN,0.1434053995044606,0.3068719876497825,0.5145998504359971,0.03512276240975969
BWA,0.24398072671185023,0.03726187217957832,0.699065005816437,0.01969239529213428
CAF,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
CAN,0.9474580071724036,0.0011967904962490294,0.041549803946896946,0.009795398384450413
CHE,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
CHL,0.5190402437979251,0.049053118963855696,0.40512925501133024,0.02677738222688902
CHN,0.48965977318212134,0.03645567633324177,0.29445120276262604,0.17943334772201075
CIV,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
CMR,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
COD,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
COG,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
COL,0.5190402437979251,0.049053118963855696,0.40512925501133024,0.02677738222688902
COM,0.2349389202312605,0.08332032806087514,0.6642146950410722,0.017526056666792217
CPV,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
CRI,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
CUB,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
CYP,0.5504582519807,0.010892709040968241,0.2534240382903347,0.185225000687997
CZE,0.5504582519807,0.010892709040968241,0.2534240382903347,0.185225000687997
DEU,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
DJI,0.2349389202312605,0.08332032806087514,0.6642146950410722,0.017526056666792217
DNK,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
DOM,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
DZA,0.4988437125030737,0.009785911230744003,0.46996149934057585,0.02140887692560635
ECU,0.5190402437979251,0.049053118963855696,0.40512925501133024,0.02677738222688902
EGY,0.4988437125030737,0.009785911230744003,0.46996149934057585,0.02140887692560635
ERI,0.2349389202312605,0.08332032806087514,0.6642146950410722,0.017526056666792217
ESP,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
EST,0.5504582519807,0.010892709040968241,0.2534240382903347,0.185225000687997
ETH,0.2349389202312605,0.08332032806087514,0.6642146950410722,0.017526056666792217
FIN,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
FJI,0.4867041504553462,0.007416611324388851,0.24754037065915177,0.2583388675611131
FRA,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
FSM,0.4867041504553462,0.007416611324388851,0.24754037065915177,0.2583388675611131
GAB,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
GBR,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
GEO,0.45575076574057427,0.004602652634835966,0.31112951878929834,0.2285170628352915
GHA,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
GIN,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
GLP,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
GMB,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
GNB,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
GNQ,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
GRC,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
GRD,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
GTM,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
GUF,0.5190402437979251,0.049053118963855696,0.40512925501133024,0.02677738222688902
GUM,0.7174136849303673,0.016756652277713186,0.2463774757389564,0.01945218705296303
GUY,0.5190402437979251,0.049053118963855696,0.40512925501133024,0.02677738222688902
HKG,0.48965977318212134,0.03645567633324177,0.29445120276262604,0.17943334772201075
HND,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
HRV,0.5504582519807,0.010892709040968241,0.2534240382903347,0.185225000687997
HTI,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
HUN,0.5504582519807,0.010892709040968241,0.2534240382903347,0.185225000687997
IDN,0.2662735442972198,0.2804270228961034,0.388056175793688,0.06524325701298886
IND,0.20203791150427122,0.25,0.4746407660153481,0.07332132248038066
IRL,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
IRN,0.5274873699057576,0.016266017892705688,0.44699422636069464,0.009252385840841981
IRQ,0.5274873699057576,0.016266017892705688,0.44699422636069464,0.009252385840841981
ISL,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
ISR,0.5274873699057576,0.016266017892705688,0.44699422636069464,0.009252385840841981
ITA,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
JAM,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
JOR,0.5274873699057576,0.016266017892705688,0.44699422636069464,0.009252385840841981
JPN,0.46566088989276117,0.013969826696782834,0.21809135462205215,0.30227792878840376
KAZ,0.4315620218745153,0.03850416088330577,0.34089900165554116,0.18903481558663776
KEN,0.2349389202312605,0.08332032806087514,0.6642146950410722,0.017526056666792217
KGZ,0.4315620218745153,0.03850416088330577,0.34089900165554116,0.18903481558663776
KHM,0.34735240293294684,0.19068215355046736,0.41537621126892277,0.04658923224766295
KOR,0.5021967892924627,0.023226406423309896,0.3811121153520317,0.0934646889321957
KWT,0.5274873699057576,0.016266017892705688,0.44699422636069464,0.009252385840841981
LAO,0.34735240293294684,0.19068215355046736,0.41537621126892277,0.04658923224766295
LBN,0.5274873699057576,0.016266017892705688,0.44699422636069464,0.009252385840841981
LBR,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
LBY,0.4988437125030737,0.009785911230744003,0.46996149934057585,0.02140887692560635
LCA,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
LKA,0.1434053995044606,0.3068719876497825,0.5145998504359971,0.03512276240975969
LSO,0.24398072671185023,0.03726187217957832,0.699065005816437,0.01969239529213428
LTU,0.5504582519807,0.010892709040968241,0.2534240382903347,0.185225000687997
LUX,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
LVA,0.5504582519807,0.010892709040968241,0.2534240382903347,0.185225000687997
MAC,0.48965977318212134,0.03645567633324177,0.29445120276262604,0.17943334772201075
MAR,0.4988437125030737,0.009785911230744003,0.46996149934057585,0.02140887692560635
MDA,0.3896339581901389,0.05293610891396761,0.29924644865761363,0.25818348423827986
MDG,0.2349389202312605,0.08332032806087514,0.6642146950410722,0.017526056666792217
MDV,0.1434053995044606,0.3068719876497825,0.5145998504359971,0.03512276240975969
MEX,0.5567625067388203,0.02463019844200496,0.40381523249937357,0.014792062319801062
MKD,0.5504582519807,0.010892709040968241,0.2534240382903347,0.185225000687997
MLI,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
MLT,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
MMR,0.34735240293294684,0.19068215355046736,0.41537621126892277,0.04658923224766295
MNE,0.5504582519807,0.010892709040968241,0.2534240382903347,0.185225000687997
MNG,0.48965977318212134,0.03645567633324177,0.29445120276262604,0.17943334772201075
MOZ,0.24398072671185023,0.03726187217957832,0.699065005816437,0.01969239529213428
MRT,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
MTQ,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
MUS,0.2349389202312605,0.08332032806087514,0.6642146950410722,0.017526056666792217
MWI,0.24398072671185023,0.03726187217957832,0.699065005816437,0.01969239529213428
MYS,0.34735240293294684,0.19068215355046736,0.41537621126892277,0.04658923224766295
MYT,0.2387431671316677,0.05781839956526267,0.6857903385650661,0.01764809473800344
NAM,0.24398072671185023,0.03726187217957832,0.699065005816437,0.01969239529213428
NCL,0.4867041504553462,0.007416611324388851,0.24754037065915177,0.2583388675611131
NER,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
NGA,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
NIC,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
NLD,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
NOR,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
NPL,0.1434053995044606,0.3068719876497825,0.5145998504359971,0.03512276240975969
NZL,0.4867041504553462,0.007416611324388851,0.24754037065915177,0.2583388675611131
OMN,0.5274873699057576,0.016266017892705688,0.44699422636069464,0.009252385840841981
PAK,0.1434053995044606,0.3068719876497825,0.5145998504359971,0.03512276240975969
PAN,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
PER,0.5190402437979251,0.049053118963855696,0.40512925501133024,0.02677738222688902
PHL,0.34735240293294684,0.19068215355046736,0.41537621126892277,0.04658923224766295
PNG,0.2662735442972198,0.2804270228961034,0.388056175793688,0.06524325701298886
POL,0.5504582519807,0.010892709040968241,0.2534240382903347,0.185225000687997
PRI,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
PRK,0.5021967892924627,0.023226406423309896,0.3811121153520317,0.0934646889321957
PRT,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
PRY,0.5190402437979251,0.049053118963855696,0.40512925501133024,0.02677738222688902
PSE,0.5045522785011304,0.018089900885251003,0.4644709018122622,0.012886918801356301
PYF,0.4867041504553462,0.007416611324388851,0.24754037065915177,0.2583388675611131
QAT,0.5274873699057576,0.016266017892705688,0.44699422636069464,0.009252385840841981
REU,0.2349389202312605,0.08332032806087514,0.6642146950410722,0.017526056666792217
ROU,0.5504582519807,0.010892709040968241,0.2534240382903347,0.185225000687997
RUS,0.45575076574057427,0.004602652634835966,0.31112951878929834,0.2285170628352915
RWA,0.2349389202312605,0.08332032806087514,0.6642146950410722,0.017526056666792217
SAU,0.5274873699057576,0.016266017892705688,0.44699422636069464,0.009252385840841981
SDN,0.2349389202312605,0.08332032806087514,0.6642146950410722,0.017526056666792217
SEN,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
SGP,0.34735240293294684,0.19068215355046736,0.41537621126892277,0.04658923224766295
SLB,0.4867041504553462,0.007416611324388851,0.24754037065915177,0.2583388675611131
SLE,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
SLV,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
SOM,0.2349389202312605,0.08332032806087514,0.6642146950410722,0.017526056666792217
SRB,0.5504582519807,0.010892709040968241,0.2534240382903347,0.185225000687997
STP,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
SUR,0.5190402437979251,0.049053118963855696,0.40512925501133024,0.02677738222688902
SVK,0.5504582519807,0.010892709040968241,0.2534240382903347,0.185225000687997
SVN,0.5504582519807,0.010892709040968241,0.2534240382903347,0.185225000687997
SWE,0.7234664189937553,0.026029387628561024,0.15852703178492328,0.09197716159276051
SWZ,0.24398072671185023,0.03726187217957832,0.699065005816437,0.01969239529213428
SYR,0.5274873699057576,0.016266017892705688,0.44699422636069464,0.009252385840841981
TCD,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
TGO,0.24024446116247403,0.05100000000000004,0.694217176350179,0.014538362487346877
THA,0.34735240293294684,0.19068215355046736,0.41537621126892277,0.04658923224766295
TJK,0.4315620218745153,0.03850416088330577,0.34089900165554116,0.18903481558663776
TKM,0.4315620218745153,0.03850416088330577,0.34089900165554116,0.18903481558663776
TLS,0.34735240293294684,0.19068215355046736,0.41537621126892277,0.04658923224766295
TON,0.4867041504553462,0.007416611324388851,0.24754037065915177,0.2583388675611131
TTO,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
TUN,0.4988437125030737,0.009785911230744003,0.46996149934057585,0.02140887692560635
TUR,0.7128148624846832,0.028403749232012172,0.16299386750728187,0.09578752077602287
TZA,0.24398072671185023,0.03726187217957832,0.699065005816437,0.01969239529213428
UGA,0.2349389202312605,0.08332032806087514,0.6642146950410722,0.017526056666792217
UKR,0.3896339581901389,0.05293610891396761,0.29924644865761363,0.25818348423827986
URY,0.5190402437979251,0.049053118963855696,0.40512925501133024,0.02677738222688902
USA,0.9405574542439636,0.005302476101884938,0.04269883718941895,0.011441232464732573
UZB,0.4315620218745153,0.03850416088330577,0.34089900165554116,0.18903481558663776
VCT,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
VEN,0.5190402437979251,0.049053118963855696,0.40512925501133024,0.02677738222688902
VIR,0.490819639152551,0.03026367125635939,0.45063063090975486,0.028286058681334568
VNM,0.34735240293294684,0.19068215355046736,0.41537621126892277,0.04658923224766295
VUT,0.4867041504553462,0.007416611324388851,0.24754037065915177,0.2583388675611131
WSM,0.4867041504553462,0.007416611324388851,0.24754037065915177,0.2583388675611131
YEM,0.5274873699057576,0.016266017892705688,0.44699422636069464,0.009252385840841981
ZAF,0.1959874773953773,0.12100212104105962,0.6097072814965757,0.07330312006698726
ZMB,0.24398072671185023,0.03726187217957832,0.699065005816437,0.01969239529213428
ZWE,0.24398072671185023,0.03726187217957832,0.699065005816437,0.01969239529213428
